file_path,page,edition_dir,version_type,annotation_system,dynasty_period,printer,total_juan,extant_juan,holding_institution,catalog_id_main,catalog_id_secondary,authors,annotators,peiben_notes,colophon_authors,line_count,average_confidence,is_vertical
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 6明嘉靖八至九年（1529-1530）南京国子监刻本/【3】07486 （三）07634 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖八至九年（1529-1530）南京国子监刻本 西安碑林博物馆/史記一百三十卷 明嘉靖九年 史记正义 碑林博物馆.jpg,史記一百三十卷 明嘉靖九年 史记正义 碑林博物馆,C史记 集解、索隐、正义三家注本 6明嘉靖八至九年（1529-1530）南京国子监刻本/【3】07486 （三）07634 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖八至九年（1529-1530）南京国子监刻本 西安碑林博物馆,C,三家注,明,南京国子监,130,,西安碑林博物馆,07486,07634,司马迁,裴骃；司马贞；张守节,,,76,0.9312,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【6】12488 （六）03033 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 丁晏跋 湖南图书馆/.backup_IMG_1243.jpg,.backup_IMG_1243,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【6】12488 （六）03033 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 丁晏跋 湖南图书馆,C,三家注,明,王延喆,130,,湖南图书馆,12488,03033,司马迁,裴骃；司马贞；张守节,,['丁晏'],25,0.9006,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03489 （二）07274 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 苏州博物馆/300/.backup_3.jpg,.backup_3,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03489 （二）07274 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 苏州博物馆,C,三家注,明,王延喆,130,,苏州博物馆,03489,07274,司马迁,裴骃；司马贞；张守节,,,9,0.9950,是
../../../data/名录 史记2025-11-6/B史记 集解、索隐合刻本 1宋乾道七年（1171）蔡梦弼东塾刻本/【2】02629 （二）10274 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 宋乾道七年（1171）蔡梦弼东塾刻本（配蒙古中统二年段子成刻本） 许初跋 上海图书馆#存一百十三/DSC_0495.jpg,DSC_0495,B史记 集解、索隐合刻本 1宋乾道七年（1171）蔡梦弼东塾刻本/【2】02629 （二）10274 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 宋乾道七年（1171）蔡梦弼东塾刻本（配蒙古中统二年段子成刻本） 许初跋 上海图书馆#存一百十三,B,集解+索隐,宋,蔡梦弼东塾,130,存一百十三,上海图书馆,02629,10274,司马迁,裴骃；司马贞,配蒙古中统二年段子成刻本,许初,27,0.9695,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03489 （二）07274 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 苏州博物馆/300/1.jpg,1,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03489 （二）07274 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 苏州博物馆,C,三家注,明,王延喆,130,,苏州博物馆,03489,07274,司马迁,裴骃；司马贞；张守节,,,10,0.9587,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03488 （二）07242 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 丁丙跋 南京图书馆/614-110169史記/00000002.jpg,00000002,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03488 （二）07242 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 丁丙跋 南京图书馆,C,三家注,明,王延喆,130,,南京图书馆,03488,07242,司马迁,裴骃；司马贞；张守节,,['丁丙'],8,0.9966,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【6】12488 （六）03033 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 丁晏跋 湖南图书馆/.backup_IMG_1235.2.jpg,.backup_IMG_1235.2,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【6】12488 （六）03033 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 丁晏跋 湖南图书馆,C,三家注,明,王延喆,130,,湖南图书馆,12488,03033,司马迁,裴骃；司马贞；张守节,,['丁晏'],13,0.9447,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【5】11554 （五）18311 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 诸洛批校 复旦大学图书馆/.backup_IMG_0133.jpg,.backup_IMG_0133,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【5】11554 （五）18311 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 诸洛批校 复旦大学图书馆,C,三家注,明,王延喆,130,,复旦大学图书馆,11554,18311,司马迁,裴骃；司马贞；张守节,诸洛批校,,16,0.9607,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03485 （二）02652 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 中国书店/.backup_003-b02.jpg,.backup_003-b02,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03485 （二）02652 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 中国书店,C,三家注,明,王延喆,130,,中国书店,03485,02652,司马迁,裴骃；司马贞；张守节,,,17,0.9785,是
../../../data/名录 史记2025-11-6/B史记 集解、索隐合刻本 1宋乾道七年（1171）蔡梦弼东塾刻本/【5】11433 （五）05121 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 宋乾道七年（1171）蔡梦弼东塾刻本（配宋淳熙三年张杅桐川郡斋刻八年耿秉重修本，配宋刻十四行/.backup_UnNamed0219.jpg,.backup_UnNamed0219,B史记 集解、索隐合刻本 1宋乾道七年（1171）蔡梦弼东塾刻本/【5】11433 （五）05121 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 宋乾道七年（1171）蔡梦弼东塾刻本（配宋淳熙三年张杅桐川郡斋刻八年耿秉重修本，配宋刻十四行,B,集解+索隐,宋,蔡梦弼东塾,130,配宋淳熙三年张杅桐川郡斋刻八年耿秉重修本，配宋刻十四行,,11433,05121,司马迁,裴骃；司马贞,配宋淳熙三年张杅桐川郡斋刻八年耿秉重修本，配宋刻十四行,,18,0.9645,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 6明嘉靖八至九年（1529-1530）南京国子监刻本/【2】03496 （二）05445 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖八至九年（1529-1530）南京国子监刻本 潘承弼跋 陕西省图书馆/.backup_710000-1001-0000096-01.jpg,.backup_710000-1001-0000096-01,C史记 集解、索隐、正义三家注本 6明嘉靖八至九年（1529-1530）南京国子监刻本/【2】03496 （二）05445 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖八至九年（1529-1530）南京国子监刻本 潘承弼跋 陕西省图书馆,C,三家注,明,南京国子监,130,,陕西省图书馆,03496,05445,司马迁,裴骃；司马贞；张守节,,['潘承弼'],59,0.5818,否
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 1宋黄善夫刻本/【1】00397 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 宋建安黄善夫家塾刻本 黄绍箕 罗振玉题款 国家图书馆#存六十八卷/史记一百三十卷- 7343-1.jpg,史记一百三十卷- 7343-1,C史记 集解、索隐、正义三家注本 1宋黄善夫刻本/【1】00397 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 宋建安黄善夫家塾刻本 黄绍箕 罗振玉题款 国家图书馆#存六十八卷,C,三家注,宋,建安黄善夫家塾,130,存六十八卷,国家图书馆,00397,1,司马迁,裴骃；司马贞；张守节,,"['黄绍箕', '罗振玉']",18,0.9781,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【2】03477 （二）08298 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 叶启发跋 湖南图书馆/史记1.jpg,史记1,C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【2】03477 （二）08298 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 叶启发跋 湖南图书馆,C,三家注,明,汪谅,130,,湖南图书馆,03477,08298,司马迁,裴骃；司马贞；张守节,,['叶启发'],18,0.9805,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【3】07474 （三）05343 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 黑龙江省图书馆/后序-1.jpg,后序-1,C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【3】07474 （三）05343 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 黑龙江省图书馆,C,三家注,明,汪谅,130,,黑龙江省图书馆,07474,05343,司马迁,裴骃；司马贞；张守节,,,11,0.9944,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【5】11554 （五）18311 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 诸洛批校 复旦大学图书馆/.backup_IMG_0134.jpg,.backup_IMG_0134,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【5】11554 （五）18311 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 诸洛批校 复旦大学图书馆,C,三家注,明,王延喆,130,,复旦大学图书馆,11554,18311,司马迁,裴骃；司马贞；张守节,诸洛批校,,17,0.9756,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03488 （二）07242 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 丁丙跋 南京图书馆/614-110169史記/00000005.jpg,00000005,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03488 （二）07242 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 丁丙跋 南京图书馆,C,三家注,明,王延喆,130,,南京图书馆,03488,07242,司马迁,裴骃；司马贞；张守节,,['丁丙'],11,0.9957,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【4】10161 （四）12196 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本（卷一百二十九抄配） 青岛市博物馆/.backup_00085 史记一百三十卷 明 史 青岛市博物馆-7.jpg,.backup_00085 史记一百三十卷 明 史 青岛市博物馆-7,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【4】10161 （四）12196 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本（卷一百二十九抄配） 青岛市博物馆,C,三家注,明,王延喆,130,存全帙（卷一百二十九抄配）,青岛市博物馆,10161,12196,司马迁,裴骃；司马贞；张守节,卷一百二十九抄配,,4,0.9609,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03495 （二）04594 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 河南省图书馆#存八十八卷/史记-1.jpg,史记-1,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03495 （二）04594 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 河南省图书馆#存八十八卷,C,三家注,明,王延喆,130,存八十八卷,河南省图书馆,03495,04594,司马迁,裴骃；司马贞；张守节,,,25,0.9559,是
../../../data/名录 史记2025-11-6/D史记 三家注明陈仁锡评本 1明末程正揆刻清怀德堂印本/【2】03499 （二）03224 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 （明）陈仁锡评 明末程正揆刻清怀德堂印本 李文藻录沈廷芳批并录沈廷芳录方/IMG_5062.jpg,IMG_5062,D史记 三家注明陈仁锡评本 1明末程正揆刻清怀德堂印本/【2】03499 （二）03224 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 （明）陈仁锡评 明末程正揆刻清怀德堂印本 李文藻录沈廷芳批并录沈廷芳录方,D,三家注,明,程正揆,130,,,03499,03224,司马迁,裴骃；司马贞；张守节；陈仁锡,清怀德堂印本,"['李文藻', '沈廷芳', '方']",27,0.8430,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03485 （二）02652 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 中国书店/.backup_003-b05.jpg,.backup_003-b05,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03485 （二）02652 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 中国书店,C,三家注,明,王延喆,130,,中国书店,03485,02652,司马迁,裴骃；司马贞；张守节,,,8,0.9861,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 6明嘉靖八至九年（1529-1530）南京国子监刻本/【3】07487 （三）11323 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖八至九年（1529-1530）南京国子监刻本 南京图书馆/書影/.backup_000001.jpg,.backup_000001,C史记 集解、索隐、正义三家注本 6明嘉靖八至九年（1529-1530）南京国子监刻本/【3】07487 （三）11323 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖八至九年（1529-1530）南京国子监刻本 南京图书馆,C,三家注,明,南京国子监,130,,南京图书馆,07487,11323,司马迁,裴骃；司马贞；张守节,,,16,0.9878,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03486 （二）03275 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 山东省图书馆/IMG_5270.jpg,IMG_5270,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03486 （二）03275 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 山东省图书馆,C,三家注,明,王延喆,130,,山东省图书馆,03486,03275,司马迁,裴骃；司马贞；张守节,,,32,0.9297,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 8明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本/【3】07491 （三）07923 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本 李宗侗批校 河北大/b04.jpg,b04,C史记 集解、索隐、正义三家注本 8明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本/【3】07491 （三）07923 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本 李宗侗批校 河北大,C,三家注,明,秦藩朱惟焯,130,,河北大学,07491,07923,司马迁,裴骃；司马贞；张守节,,李宗侗,21,0.9447,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 8明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本/【3】07490 （三）11165 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本 四川大学图书馆/史記 破損 明 川大.jpg,史記 破損 明 川大,C史记 集解、索隐、正义三家注本 8明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本/【3】07490 （三）11165 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本 四川大学图书馆,C,三家注,明,秦藩朱惟焯,130,,四川大学图书馆,07490,11165,司马迁,裴骃；司马贞；张守节,,,25,0.9665,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【4】10161 （四）12196 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本（卷一百二十九抄配） 青岛市博物馆/.backup_00085 史记一百三十卷 明 史 青岛市博物馆-9.jpg,.backup_00085 史记一百三十卷 明 史 青岛市博物馆-9,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【4】10161 （四）12196 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本（卷一百二十九抄配） 青岛市博物馆,C,三家注,明,王延喆,130,存全帙（卷一百二十九抄配）,青岛市博物馆,10161,12196,司马迁,裴骃；司马贞；张守节,卷一百二十九抄配,,21,0.9807,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 8明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本/【3】07491 （三）07923 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本 李宗侗批校 河北大/b03.jpg,b03,C史记 集解、索隐、正义三家注本 8明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本/【3】07491 （三）07923 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本 李宗侗批校 河北大,C,三家注,明,秦藩朱惟焯,130,,河北大学,07491,07923,司马迁,裴骃；司马贞；张守节,,李宗侗,10,0.9846,是
../../../data/名录 史记2025-11-6/E史记 三家注明徐孚远陈子龙测议本 1明末刻本/【4】10162 （四）14682 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 （明）徐孚远 陈子龙测议 明末刻本 郭嵩焘批注 湖南师范大学图书馆/.backup_湖南师大郭嵩焘批点史记扉页.jpg,.backup_湖南师大郭嵩焘批点史记扉页,E史记 三家注明徐孚远陈子龙测议本 1明末刻本/【4】10162 （四）14682 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 （明）徐孚远 陈子龙测议 明末刻本 郭嵩焘批注 湖南师范大学图书馆,E,三家注,明,null,130,null,湖南师范大学图书馆,10162,14682,司马迁,裴骃；司马贞；张守节；徐孚远；陈子龙,null,郭嵩焘,7,0.9526,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 6明嘉靖八至九年（1529-1530）南京国子监刻本/【3】07486 （三）07634 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖八至九年（1529-1530）南京国子监刻本 西安碑林博物馆/史記一百三十卷 明嘉靖九年 序4 碑林博物馆.jpg,史記一百三十卷 明嘉靖九年 序4 碑林博物馆,C史记 集解、索隐、正义三家注本 6明嘉靖八至九年（1529-1530）南京国子监刻本/【3】07486 （三）07634 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖八至九年（1529-1530）南京国子监刻本 西安碑林博物馆,C,三家注,明,南京国子监,130,,西安碑林博物馆,07486,07634,司马迁,裴骃；司马贞；张守节,,,29,0.9610,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【6】12488 （六）03033 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 丁晏跋 湖南图书馆/.backup_IMG_1242.jpg,.backup_IMG_1242,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【6】12488 （六）03033 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 丁晏跋 湖南图书馆,C,三家注,明,王延喆,130,,湖南图书馆,12488,03033,司马迁,裴骃；司马贞；张守节,,['丁晏'],21,0.9694,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03489 （二）07274 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 苏州博物馆/300/.backup_2.jpg,.backup_2,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03489 （二）07274 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 苏州博物馆,C,三家注,明,王延喆,130,,苏州博物馆,03489,07274,司马迁,裴骃；司马贞；张守节,,,21,0.9526,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【2】03482 （二）08089 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 江苏省如皋市图书馆#存一百十三卷/史记明嘉靖六年金台汪谅刻本刻本/01.jpg,01,C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【2】03482 （二）08089 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 江苏省如皋市图书馆#存一百十三卷,C,三家注,明,汪谅,130,存一百十三卷,江苏省如皋市图书馆,03482,08089,司马迁,裴骃；司马贞；张守节,,,25,0.9614,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【5】11555 （五）07637 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本（有明嘉靖四年汪谅刻本、嘉靖十三年秦/史記一百三十卷6.jpg,史記一百三十卷6,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【5】11555 （五）07637 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本（有明嘉靖四年汪谅刻本、嘉靖十三年秦,C,三家注,明,王延喆,130,,null,11555,07637,司马迁,裴骃；司马贞；张守节,有明嘉靖四年汪谅刻本、嘉靖十三年秦,null,9,0.9842,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【6】12488 （六）03033 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 丁晏跋 湖南图书馆/.backup_IMG_1245.jpg,.backup_IMG_1245,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【6】12488 （六）03033 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 丁晏跋 湖南图书馆,C,三家注,明,王延喆,130,,湖南图书馆,12488,03033,司马迁,裴骃；司马贞；张守节,,['丁晏'],27,0.9575,是
